,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,season,division,PA,1B,OBP,BA,SLG,OPS,ISO,HR/PA,K/PA,BB/PA,K/BB,BABIP,wOBA,wRAA,wRC,team
0,0,28,3,1,0,4,0,0,2,1,0,0,8,1,0,1,0,0,1,02/17/2023,away,16340,541,Pepperdine,9,True,0,9,-9,loss,2390256,67,2023,1,31,2,0.194,0.107,0.143,0.337,0.036,0.0,0.258,0.065,4.0,0.15,0.18,-5.918,-1.051,67
1,3,31,7,1,0,11,1,3,4,1,0,0,7,2,1,0,3,0,2,02/18/2023,away,16340,541,Pepperdine,9,True,3,0,3,win,2390507,67,2023,1,36,5,0.333,0.226,0.355,0.688,0.129,0.028,0.194,0.111,1.75,0.261,0.333,-1.25,4.402,67
2,18,43,16,3,0,25,2,17,12,1,2,0,5,0,0,0,0,0,0,02/19/2023,away,16340,541,Pepperdine,9,True,18,6,12,win,2390823,67,2023,1,58,11,0.5,0.372,0.581,1.081,0.209,0.034,0.086,0.207,0.417,0.368,0.492,7.402,16.508,67
0,0,31,5,0,0,5,0,0,2,1,0,1,10,1,0,0,2,0,0,02/17/2023,away,16340,692,Tennessee Tech,9,True,0,1,-1,loss,2390394,71,2023,1,35,5,0.229,0.161,0.161,0.39,0.0,0.0,0.286,0.057,5.0,0.238,0.204,-5.824,-0.329,71
1,9,36,9,3,1,14,0,6,7,1,0,0,6,0,0,0,4,0,0,02/18/2023,away,16340,692,Tennessee Tech,9,True,9,11,-2,loss,2390760,71,2023,1,44,5,0.386,0.25,0.389,0.775,0.139,0.0,0.136,0.159,0.857,0.3,0.377,0.449,7.357,71
2,10,33,8,4,0,12,0,8,8,2,0,3,10,2,0,0,4,0,2,02/19/2023,away,16340,692,Tennessee Tech,9,True,10,4,6,win,2391032,71,2023,1,46,4,0.391,0.242,0.364,0.755,0.122,0.0,0.217,0.174,1.25,0.348,0.368,0.047,7.269,71
0,0,30,5,0,0,5,0,0,4,0,0,0,13,2,0,1,0,0,1,02/17/2023,away,16340,498,ULM,9,True,0,7,-7,loss,2390439,72,2023,1,34,5,0.265,0.167,0.167,0.432,0.0,0.0,0.382,0.118,3.25,0.294,0.232,-4.686,0.652,72
1,8,36,12,0,0,15,1,8,5,2,1,2,6,0,0,0,2,0,0,02/18/2023,away,16340,498,ULM,9,True,8,6,2,win,2390802,72,2023,1,46,11,0.413,0.333,0.417,0.83,0.084,0.022,0.13,0.109,1.2,0.367,0.39,1.08,8.302,72
2,4,31,5,2,0,10,1,4,4,0,0,0,9,2,1,0,0,0,0,02/19/2023,away,16340,498,ULM,9,True,4,8,-4,loss,2390966,72,2023,1,35,2,0.257,0.161,0.323,0.58,0.162,0.029,0.257,0.114,2.25,0.19,0.275,-3.287,2.208,72
0,10,40,15,7,0,25,1,8,4,3,0,0,10,0,1,0,0,0,0,02/17/2023,away,16340,366,Louisiana Tech,9,True,10,1,9,win,2390465,77,2023,1,47,7,0.468,0.375,0.625,1.093,0.25,0.021,0.213,0.085,2.5,0.483,0.496,6.19,13.569,77
1,6,40,14,3,0,20,1,6,4,0,0,0,14,1,0,0,1,0,0,02/18/2023,away,16340,366,Louisiana Tech,9,True,6,8,-2,loss,2390668,77,2023,1,44,10,0.409,0.35,0.5,0.909,0.15,0.023,0.318,0.091,3.5,0.52,0.421,2.426,9.334,77
2,8,40,12,1,0,19,2,6,5,0,0,0,8,0,2,0,1,0,0,02/18/2023,away,16340,366,Louisiana Tech,9,True,8,2,6,win,2407917,77,2023,1,45,9,0.378,0.3,0.475,0.853,0.175,0.044,0.178,0.111,1.6,0.333,0.394,1.24,8.305,77
3,2,31,5,0,0,5,0,2,2,2,0,0,12,0,0,0,0,0,0,02/20/2023,away,16340,366,Louisiana Tech,9,True,2,10,-8,loss,2391080,77,2023,1,35,5,0.257,0.161,0.161,0.418,0.0,0.0,0.343,0.057,6.0,0.263,0.227,-5.003,0.492,77
4,3,31,7,4,0,11,0,3,2,1,0,0,13,0,1,1,0,0,0,02/22/2023,away,16340,671,Louisiana,9,True,3,4,-1,loss,2391241,77,2023,1,34,3,0.294,0.226,0.355,0.649,0.129,0.0,0.382,0.059,6.5,0.389,0.307,-2.083,3.255,77
5,0,30,5,2,0,7,0,0,4,1,0,0,6,2,0,0,0,0,2,02/23/2023,away,16340,671,Louisiana,9,True,0,11,-11,loss,2391265,77,2023,1,35,3,0.286,0.167,0.233,0.519,0.066,0.0,0.171,0.114,1.5,0.208,0.269,-3.502,1.993,77
0,2,32,5,2,0,7,0,2,3,2,2,1,13,0,0,0,1,0,0,02/17/2023,away,16340,19651,High Point,10,True,2,6,-4,loss,2390408,81,2023,1,40,3,0.25,0.156,0.219,0.469,0.063,0.0,0.325,0.075,4.333,0.238,0.236,-5.35,0.93,81
1,6,34,9,3,0,21,3,6,3,2,0,0,9,1,1,0,0,0,1,02/18/2023,away,16340,19651,High Point,9,True,6,7,-1,loss,2390725,81,2023,1,39,3,0.359,0.265,0.618,0.977,0.353,0.077,0.231,0.077,3.0,0.273,0.427,2.389,8.512,81
2,5,33,6,3,0,9,0,4,4,1,0,0,9,1,0,0,0,0,0,02/19/2023,away,16340,19651,High Point,9,True,5,10,-5,loss,2390973,81,2023,1,38,3,0.289,0.182,0.273,0.562,0.091,0.0,0.237,0.105,2.25,0.25,0.282,-3.298,2.668,81
0,1,30,4,0,0,4,0,1,1,0,0,0,14,1,1,0,0,0,0,02/17/2023,away,16340,367,Louisville,9,True,1,7,-6,loss,2390376,83,2023,1,31,4,0.161,0.133,0.133,0.294,0.0,0.0,0.452,0.032,14.0,0.25,0.148,-6.931,-2.064,83
1,2,32,6,0,0,6,0,2,10,0,1,0,10,1,0,1,0,0,1,02/18/2023,away,16340,367,Louisville,9,True,2,11,-9,loss,2390683,83,2023,1,43,6,0.372,0.188,0.188,0.56,0.0,0.0,0.233,0.233,1.0,0.261,0.315,-2.283,4.468,83
2,3,34,8,1,0,15,2,3,5,1,0,0,15,1,0,0,0,0,1,02/19/2023,away,16340,367,Louisville,9,True,3,5,-2,loss,2390995,83,2023,1,40,5,0.35,0.235,0.441,0.791,0.206,0.05,0.375,0.125,3.0,0.353,0.368,0.041,6.321,83
0,8,40,12,1,0,16,1,5,6,0,0,0,9,1,0,0,0,0,1,02/17/2023,neutral,16340,222,Fairleigh Dickinson,9,True,8,9,-1,loss,2390400,87,2023,1,46,10,0.391,0.3,0.4,0.791,0.1,0.022,0.196,0.13,1.5,0.367,0.38,0.611,7.833,87
1,3,30,7,1,2,12,0,2,9,2,0,0,11,1,0,0,1,0,1,02/18/2023,neutral,16340,222,Fairleigh Dickinson,9,True,3,0,3,win,2390675,87,2023,1,41,4,0.439,0.233,0.4,0.839,0.167,0.0,0.268,0.22,1.222,0.368,0.416,2.051,8.488,87
2,16,36,9,3,0,15,1,14,9,2,0,0,10,0,0,0,4,0,0,02/18/2023,neutral,16340,222,Fairleigh Dickinson,9,True,16,7,9,win,2407998,87,2023,1,47,5,0.426,0.25,0.417,0.843,0.167,0.021,0.213,0.191,1.111,0.32,0.411,2.111,9.49,87
3,9,36,11,2,2,20,1,7,5,2,0,0,7,0,1,0,3,0,0,02/19/2023,neutral,16340,222,Fairleigh Dickinson,9,True,9,10,-1,loss,2390960,87,2023,1,43,6,0.419,0.306,0.556,0.975,0.25,0.023,0.163,0.116,1.4,0.357,0.444,3.38,10.131,87
0,3,27,4,0,0,4,0,3,3,0,0,0,13,0,1,0,2,0,0,02/17/2023,home,16340,620,St. Thomas (MN),9,True,3,0,3,win,2390250,94,2023,1,30,4,0.233,0.148,0.148,0.381,0.0,0.0,0.433,0.1,4.333,0.286,0.205,-4.962,-0.252,94
1,8,26,4,2,1,8,0,6,9,0,1,0,7,0,0,1,0,0,0,02/18/2023,home,16340,620,St. Thomas (MN),9,True,8,1,7,win,2390545,94,2023,1,36,1,0.361,0.154,0.308,0.669,0.154,0.0,0.194,0.25,0.778,0.2,0.341,-0.956,4.696,94
2,4,33,6,2,0,8,0,3,6,2,0,0,8,1,0,0,1,0,1,02/18/2023,home,16340,620,St. Thomas (MN),9,True,4,8,-4,loss,2408797,94,2023,1,41,4,0.341,0.182,0.242,0.583,0.06,0.0,0.195,0.146,1.333,0.24,0.31,-2.386,4.051,94
3,10,36,11,1,0,12,0,8,7,2,0,0,12,0,0,0,3,0,0,02/19/2023,home,16340,620,St. Thomas (MN),9,True,10,4,6,win,2390819,94,2023,1,45,10,0.444,0.306,0.333,0.777,0.027,0.0,0.267,0.156,1.714,0.458,0.398,1.424,8.489,94
4,5,28,6,2,0,8,0,3,5,0,1,2,2,3,0,0,1,1,0,02/21/2023,away,16340,610,Saint Mary's (CA),9,True,5,3,2,win,2391131,94,2023,1,35,4,0.343,0.214,0.286,0.629,0.072,0.0,0.057,0.143,0.4,0.222,0.295,-2.573,2.922,94
0,15,38,13,3,0,19,1,15,9,4,1,0,9,0,0,0,2,0,0,02/17/2023,home,16340,669,Missouri St.,9,True,15,5,10,win,2390444,90,2023,1,52,9,0.5,0.342,0.5,1.0,0.158,0.019,0.173,0.173,1.0,0.414,0.475,5.734,13.898,90
1,4,33,6,2,0,11,1,4,5,2,0,0,12,0,0,0,1,0,0,02/18/2023,home,16340,669,Missouri St.,9,True,4,15,-11,loss,2390791,90,2023,1,40,3,0.325,0.182,0.333,0.658,0.151,0.025,0.3,0.125,2.4,0.25,0.324,-1.756,4.524,90
2,12,39,18,3,1,26,1,11,1,1,0,1,5,1,0,0,0,0,1,02/19/2023,home,16340,669,Missouri St.,9,True,12,5,7,win,2390972,90,2023,1,42,13,0.476,0.462,0.667,1.143,0.205,0.024,0.119,0.024,5.0,0.515,0.511,6.175,12.769,90
0,8,35,13,4,0,17,0,7,2,1,0,1,12,1,0,0,1,0,1,02/17/2023,home,16340,674,Stanford,9,True,8,1,7,win,2390452,97,2023,1,39,9,0.41,0.371,0.486,0.896,0.115,0.0,0.308,0.051,6.0,0.565,0.414,1.871,7.994,97
1,5,30,7,1,0,8,0,3,12,1,1,0,10,0,1,1,0,1,0,02/18/2023,home,16340,674,Stanford,9,True,5,7,-2,loss,2390799,97,2023,1,43,6,0.488,0.233,0.267,0.755,0.034,0.0,0.233,0.279,0.833,0.333,0.401,1.493,8.244,97
2,13,42,12,2,0,23,3,12,10,2,0,0,16,0,0,0,0,0,0,02/19/2023,home,16340,674,Stanford,10,True,13,21,-8,loss,2390993,97,2023,1,54,7,0.444,0.286,0.548,0.992,0.262,0.056,0.296,0.185,1.6,0.391,0.457,4.962,13.44,97
3,6,35,10,1,0,14,1,5,5,2,0,1,10,0,0,0,2,1,0,02/21/2023,home,16340,718,Tulane,9,True,6,5,1,win,2391189,97,2023,1,42,8,0.429,0.286,0.4,0.829,0.114,0.024,0.238,0.119,2.0,0.375,0.391,1.029,7.623,97
0,20,43,20,5,0,34,3,19,6,0,0,1,8,0,0,0,2,0,0,02/17/2023,home,16340,683,Stony Brook,9,True,20,5,15,win,2390354,101,2023,1,50,12,0.52,0.465,0.791,1.311,0.326,0.06,0.16,0.12,1.333,0.531,0.571,10.413,18.263,101
1,14,41,17,4,0,27,2,12,5,1,0,0,6,0,1,1,4,0,0,02/18/2023,home,16340,683,Stony Brook,9,True,14,4,10,win,2390740,101,2023,1,47,11,0.489,0.415,0.659,1.148,0.244,0.043,0.128,0.106,1.2,0.455,0.518,7.246,14.625,101
2,8,31,8,2,1,12,0,7,5,1,1,1,7,0,0,0,1,1,0,02/19/2023,home,16340,683,Stony Brook,9,True,8,2,6,win,2390994,101,2023,1,38,5,0.395,0.258,0.387,0.782,0.129,0.0,0.184,0.132,1.4,0.32,0.361,-0.233,5.733,101
3,7,33,6,1,1,12,1,7,6,3,0,0,11,0,1,0,0,0,0,02/21/2023,away,16340,626,San Diego St.,9,True,7,5,2,win,2391195,101,2023,1,42,3,0.357,0.182,0.364,0.721,0.182,0.024,0.262,0.143,1.833,0.238,0.355,-0.515,6.079,101
0,7,33,7,1,0,14,2,7,5,0,0,0,7,1,0,0,2,0,1,02/17/2023,away,16340,288,Houston,9,True,7,0,7,win,2390277,107,2023,1,38,4,0.316,0.212,0.424,0.74,0.212,0.053,0.184,0.132,1.4,0.208,0.342,-0.97,4.996,107
1,5,33,7,3,0,10,0,5,8,0,0,1,9,0,0,0,0,0,0,02/18/2023,away,16340,288,Houston,9,True,5,3,2,win,2390519,107,2023,1,42,4,0.357,0.212,0.303,0.66,0.091,0.0,0.214,0.19,1.125,0.292,0.333,-1.458,5.136,107
2,6,38,13,2,1,17,0,6,6,2,0,0,7,2,0,0,1,0,2,02/19/2023,away,16340,288,Houston,9,True,6,8,-2,loss,2390838,107,2023,1,46,10,0.457,0.342,0.447,0.904,0.105,0.0,0.152,0.13,1.167,0.419,0.436,3.24,10.462,107
3,8,33,7,0,0,13,2,7,4,1,0,1,13,1,0,1,1,0,1,02/21/2023,away,16340,674,Stanford,9,True,8,4,4,win,2391196,107,2023,1,39,5,0.308,0.212,0.394,0.702,0.182,0.051,0.333,0.103,3.25,0.278,0.324,-1.712,4.411,107
0,2,32,6,0,0,9,1,2,4,1,1,0,11,0,0,0,2,0,0,02/17/2023,away,16340,522,Oklahoma,9,True,2,5,-3,loss,2390383,30135,2023,1,38,5,0.289,0.188,0.281,0.57,0.093,0.026,0.289,0.105,2.75,0.238,0.281,-3.336,2.63,30135
1,5,41,15,2,1,22,1,4,3,0,0,0,9,1,1,0,2,0,1,02/18/2023,away,16340,522,Oklahoma,9,True,5,2,3,win,2390748,30135,2023,1,44,11,0.409,0.366,0.537,0.946,0.171,0.023,0.205,0.068,3.0,0.452,0.433,2.965,9.873,30135
2,6,33,9,1,0,13,1,6,4,0,1,0,7,1,1,0,0,0,1,02/19/2023,away,16340,522,Oklahoma,9,True,6,3,3,win,2391046,30135,2023,1,38,7,0.342,0.273,0.394,0.736,0.121,0.026,0.184,0.105,1.75,0.308,0.344,-0.892,5.074,30135
3,0,27,0,0,0,0,0,0,1,1,0,1,15,0,0,0,0,0,0,02/21/2023,away,16340,521,Oklahoma St.,9,True,0,2,-2,loss,2391166,30135,2023,1,30,0,0.067,0.0,0.0,0.067,0.0,0.0,0.5,0.033,15.0,0.0,0.053,-9.617,-4.907,30135
0,11,32,10,2,2,19,1,9,9,4,0,0,10,1,1,0,0,0,1,02/17/2023,home,16340,587,Rutgers,9,True,11,5,6,win,2390300,115,2023,1,45,5,0.511,0.312,0.594,1.105,0.282,0.022,0.222,0.2,1.111,0.429,0.509,6.524,13.589,115
1,10,35,13,3,0,22,2,8,7,6,0,0,11,1,1,0,5,0,1,02/18/2023,home,16340,587,Rutgers,9,True,10,0,10,win,2390536,115,2023,1,48,8,0.542,0.371,0.629,1.171,0.258,0.042,0.229,0.146,1.571,0.5,0.537,8.331,15.867,115
2,3,32,7,0,0,10,1,3,9,1,0,0,8,2,0,0,2,0,2,02/19/2023,home,16340,587,Rutgers,9,True,3,16,-13,loss,2390859,115,2023,1,42,6,0.405,0.219,0.312,0.717,0.093,0.024,0.19,0.214,0.889,0.261,0.37,0.129,6.723,115
3,6,30,7,1,0,11,1,6,7,6,0,2,9,1,0,1,2,0,1,02/21/2023,home,16340,196,East Carolina,10,True,6,5,1,win,2391179,115,2023,1,45,5,0.444,0.233,0.367,0.811,0.134,0.022,0.2,0.156,1.286,0.3,0.408,1.884,8.949,115
0,3,33,8,2,1,18,2,3,2,1,0,0,10,1,1,0,1,0,1,02/17/2023,home,16340,654,Southeast Mo. St.,9,True,3,11,-8,loss,2390286,1004,2023,1,36,3,0.306,0.242,0.545,0.851,0.303,0.056,0.278,0.056,5.0,0.286,0.373,0.221,5.873,1004
1,3,32,9,3,0,12,0,3,1,1,0,1,9,0,0,1,0,0,0,02/18/2023,home,16340,654,Southeast Mo. St.,9,True,3,0,3,win,2390525,1004,2023,1,35,6,0.314,0.281,0.375,0.689,0.094,0.0,0.257,0.029,9.0,0.391,0.32,-1.679,3.816,1004
2,13,37,16,4,2,30,2,11,3,1,1,1,4,1,0,0,3,0,0,02/19/2023,home,16340,654,Southeast Mo. St.,9,True,13,4,9,win,2390843,1004,2023,1,43,8,0.465,0.432,0.811,1.276,0.379,0.047,0.093,0.07,1.333,0.438,0.54,7.595,14.346,1004
3,5,30,6,0,0,6,0,4,2,0,1,1,16,0,1,0,3,0,0,02/21/2023,away,16340,736,Vanderbilt,9,True,5,4,1,win,2391103,1004,2023,1,34,6,0.235,0.2,0.2,0.435,0.0,0.0,0.471,0.059,8.0,0.4,0.214,-5.311,0.027,1004
0,22,47,22,2,0,45,7,21,4,2,0,0,12,1,0,0,3,0,1,02/17/2023,home,16340,639,Siena,9,True,22,5,17,win,2390453,128,2023,1,53,13,0.528,0.468,0.957,1.485,0.489,0.132,0.226,0.075,3.0,0.536,0.633,14.393,22.714,128
1,2,32,7,1,0,11,1,2,3,0,0,1,10,0,1,0,2,0,0,02/18/2023,home,16340,639,Siena,9,True,2,1,1,win,2390792,128,2023,1,36,5,0.278,0.219,0.344,0.622,0.125,0.028,0.278,0.083,3.333,0.286,0.289,-2.867,2.785,128
2,11,29,9,4,1,21,2,11,6,4,2,0,4,0,0,0,4,0,0,02/19/2023,home,16340,639,Siena,9,True,11,1,10,win,2391000,128,2023,1,41,2,0.463,0.31,0.724,1.187,0.414,0.049,0.098,0.146,0.667,0.28,0.503,5.693,12.13,128
3,3,30,5,1,0,9,1,3,3,3,1,0,7,1,0,1,1,0,1,02/21/2023,home,16340,229,Fla. Atlantic,9,True,3,13,-10,loss,2391191,128,2023,1,37,3,0.297,0.167,0.3,0.597,0.133,0.027,0.189,0.081,2.333,0.174,0.295,-2.72,3.089,128
0,5,35,8,1,0,9,0,5,10,1,0,2,13,0,0,1,0,0,0,02/17/2023,away,16340,51,Baylor,10,True,5,6,-1,loss,2390378,129,2023,1,48,7,0.396,0.229,0.257,0.653,0.028,0.0,0.271,0.208,1.3,0.364,0.346,-1.029,6.507,129
1,20,42,15,2,0,26,3,16,7,2,1,0,13,0,0,0,1,0,0,02/18/2023,away,16340,51,Baylor,9,True,20,5,15,win,2390742,129,2023,1,52,10,0.462,0.357,0.619,1.081,0.262,0.058,0.25,0.135,1.857,0.444,0.484,6.211,14.375,129
2,4,32,7,3,0,13,1,4,0,1,0,0,12,1,1,0,1,0,1,02/19/2023,away,16340,51,Baylor,9,True,4,3,1,win,2391001,129,2023,1,33,3,0.242,0.219,0.406,0.648,0.187,0.03,0.364,0.0,0.0,0.316,0.289,-2.628,2.553,129
3,14,42,13,2,0,21,2,12,8,0,0,0,22,0,0,0,1,0,0,02/21/2023,away,16340,536,UTRGV,9,True,14,8,6,win,2391201,129,2023,1,50,9,0.42,0.31,0.5,0.92,0.19,0.04,0.44,0.16,2.75,0.611,0.428,3.114,10.964,129
0,3,20,1,0,0,1,0,3,4,2,1,0,9,1,0,0,1,0,1,02/17/2023,away,16340,235,Florida,9,True,3,13,-10,loss,2390245,48,2023,1,27,1,0.259,0.05,0.05,0.309,0.0,0.0,0.333,0.148,2.25,0.083,0.211,-4.3,-0.061,48
1,2,23,4,0,0,4,0,2,2,0,0,1,7,0,1,0,0,0,0,02/18/2023,away,16340,235,Florida,9,True,2,16,-14,loss,2390493,48,2023,1,26,4,0.231,0.174,0.174,0.405,0.0,0.0,0.269,0.077,3.5,0.25,0.207,-4.247,-0.165,48
2,0,29,2,0,0,2,0,0,1,1,0,0,10,0,0,0,1,0,0,02/19/2023,away,16340,235,Florida,9,True,0,8,-8,loss,2390813,48,2023,1,31,2,0.129,0.069,0.069,0.198,0.0,0.0,0.323,0.032,10.0,0.105,0.113,-8.039,-3.172,48
3,4,33,8,3,0,11,0,3,1,1,1,0,10,1,1,0,1,0,1,02/21/2023,away,16340,141,The Citadel,9,True,4,1,3,win,2391111,48,2023,1,36,5,0.278,0.242,0.333,0.611,0.091,0.0,0.278,0.028,10.0,0.333,0.285,-3.014,2.638,48
0,2,30,4,1,0,5,0,1,3,2,0,1,17,0,0,0,0,0,0,02/17/2023,away,16340,254,Georgia St.,9,True,2,12,-10,loss,2390375,140,2023,1,36,3,0.25,0.133,0.167,0.417,0.034,0.0,0.472,0.083,5.667,0.308,0.225,-5.219,0.433,140
1,9,27,6,2,0,11,1,8,6,3,1,0,8,0,0,0,1,0,0,02/18/2023,away,16340,254,Georgia St.,9,True,9,4,5,win,2390699,140,2023,1,37,3,0.405,0.222,0.407,0.812,0.185,0.027,0.216,0.162,1.333,0.263,0.393,0.982,6.791,140
2,2,26,6,3,0,9,0,2,1,0,0,0,12,0,1,0,1,0,0,02/18/2023,away,16340,254,Georgia St.,9,True,2,3,-1,loss,2408010,140,2023,1,27,3,0.259,0.231,0.346,0.605,0.115,0.0,0.444,0.037,12.0,0.429,0.28,-2.398,1.841,140
3,6,34,9,0,0,12,1,5,4,0,0,0,13,1,2,0,0,0,0,02/19/2023,away,16340,254,Georgia St.,9,True,6,4,2,win,2390922,140,2023,1,38,8,0.342,0.265,0.353,0.695,0.088,0.026,0.342,0.105,3.25,0.4,0.335,-1.241,4.725,140
0,11,36,11,2,0,22,3,10,6,0,1,0,3,1,0,0,11,0,1,02/17/2023,home,16340,62,Binghamton,9,True,11,3,8,win,2390409,147,2023,1,43,6,0.395,0.306,0.611,1.006,0.305,0.07,0.07,0.14,0.5,0.258,0.441,3.249,10.0,147
1,3,25,6,3,0,9,0,2,8,0,1,0,6,2,2,2,3,0,0,02/18/2023,home,16340,62,Binghamton,9,True,3,2,1,win,2390726,147,2023,1,34,3,0.412,0.24,0.36,0.772,0.12,0.0,0.176,0.235,0.75,0.3,0.384,0.59,5.928,147
2,19,46,21,4,2,32,1,17,7,3,0,0,3,1,0,0,3,0,1,02/19/2023,home,16340,62,Binghamton,9,True,19,1,18,win,2390915,147,2023,1,56,14,0.554,0.457,0.696,1.25,0.239,0.018,0.054,0.125,0.429,0.476,0.566,11.377,20.169,147
3,9,32,10,2,1,17,1,9,5,1,1,0,8,0,1,0,4,0,0,02/21/2023,home,16340,458,Charlotte,9,True,9,5,4,win,2391164,147,2023,1,39,6,0.41,0.312,0.531,0.941,0.219,0.026,0.205,0.128,1.6,0.375,0.427,2.389,8.512,147
0,14,34,12,3,0,24,3,12,10,2,1,1,7,0,0,0,4,0,0,02/17/2023,home,16340,220,Fairfield,9,True,14,7,7,win,2390487,149,2023,1,48,6,0.5,0.353,0.706,1.206,0.353,0.062,0.146,0.208,0.7,0.36,0.521,7.547,15.083,149
1,11,33,9,1,1,15,1,9,7,4,0,0,9,1,0,0,2,1,1,02/18/2023,home,16340,419,Middle Tenn.,9,True,11,3,8,win,2390498,149,2023,1,43,6,0.488,0.273,0.455,0.943,0.182,0.023,0.209,0.163,1.286,0.348,0.45,3.644,10.395,149
2,2,33,6,0,1,8,0,1,3,4,0,0,9,0,0,0,3,0,0,02/19/2023,home,16340,740,VCU,9,True,2,4,-2,loss,2391050,149,2023,1,40,5,0.325,0.182,0.242,0.567,0.06,0.0,0.225,0.075,3.0,0.25,0.299,-2.777,3.503,149
3,4,32,10,1,0,11,0,4,2,3,2,0,9,3,0,0,1,0,3,02/22/2023,home,16340,490,NC State,9,True,4,16,-12,loss,2391235,149,2023,1,39,9,0.385,0.312,0.344,0.729,0.032,0.0,0.231,0.051,4.5,0.4,0.355,-0.478,5.645,149
0,5,26,4,1,0,8,1,5,6,1,1,0,9,1,1,0,0,0,1,02/17/2023,home,16340,742,Virginia Tech,9,True,5,2,3,win,2390260,1014,2023,1,34,2,0.324,0.154,0.308,0.632,0.154,0.029,0.265,0.176,1.5,0.176,0.315,-1.805,3.533,1014
1,3,34,7,2,0,9,0,2,3,0,0,1,14,0,0,0,0,0,0,02/18/2023,home,16340,742,Virginia Tech,9,True,3,12,-9,loss,2390508,1014,2023,1,38,5,0.263,0.206,0.265,0.528,0.059,0.0,0.368,0.079,4.667,0.35,0.256,-4.306,1.66,1014
2,2,36,10,3,0,13,0,2,4,0,0,0,11,1,0,0,0,0,1,02/19/2023,home,16340,742,Virginia Tech,9,True,2,15,-13,loss,2390825,1014,2023,1,40,7,0.35,0.278,0.361,0.711,0.083,0.0,0.275,0.1,2.75,0.4,0.343,-0.98,5.3,1014
0,0,32,4,0,0,4,0,0,2,0,0,0,12,0,0,0,0,0,0,02/17/2023,neutral,16340,518,Ohio St.,9,True,0,3,-3,loss,2390491,164,2023,1,34,4,0.176,0.125,0.125,0.301,0.0,0.0,0.353,0.059,6.0,0.2,0.158,-7.255,-1.917,164
1,9,36,8,1,2,19,2,9,3,2,1,0,5,0,0,0,2,0,0,02/18/2023,neutral,16340,518,Ohio St.,9,True,9,6,3,win,2390797,164,2023,1,42,3,0.31,0.222,0.528,0.838,0.306,0.048,0.119,0.071,1.667,0.2,0.366,-0.043,6.551,164
2,8,36,8,0,0,14,2,7,8,1,0,0,15,0,0,0,6,0,0,02/19/2023,neutral,16340,518,Ohio St.,9,True,8,6,2,win,2391058,164,2023,1,45,6,0.378,0.222,0.389,0.767,0.167,0.044,0.333,0.178,1.875,0.316,0.372,0.23,7.295,164
3,5,35,9,2,0,17,2,5,2,2,1,0,10,1,1,0,1,0,0,02/20/2023,neutral,16340,518,Ohio St.,9,True,5,10,-5,loss,2391073,164,2023,1,40,5,0.325,0.257,0.486,0.811,0.229,0.05,0.25,0.05,5.0,0.292,0.362,-0.204,6.076,164
0,12,34,13,1,1,22,2,12,6,0,0,1,5,1,0,0,4,0,0,02/17/2023,home,16340,617,Saint Peter's,9,True,12,4,8,win,2390387,165,2023,1,41,9,0.463,0.382,0.647,1.11,0.265,0.049,0.122,0.146,0.833,0.407,0.492,5.232,11.669,165
1,14,36,14,3,1,25,2,12,8,3,1,1,6,0,1,0,5,0,0,02/18/2023,home,16340,617,Saint Peter's,9,True,14,7,7,win,2390626,165,2023,1,49,8,0.51,0.389,0.694,1.204,0.305,0.041,0.122,0.163,0.75,0.414,0.527,8.004,15.697,165
2,16,37,15,4,3,25,0,12,5,1,1,0,7,0,1,0,1,0,0,02/19/2023,home,16340,617,Saint Peter's,9,True,16,8,8,win,2391021,165,2023,1,44,8,0.477,0.405,0.676,1.153,0.271,0.0,0.159,0.114,1.4,0.484,0.511,6.469,13.377,165
3,5,32,4,3,1,9,0,5,6,1,1,0,6,0,0,0,2,1,0,02/21/2023,home,16340,450,Mount St. Mary's,10,True,5,6,-1,loss,2391156,165,2023,1,39,0,0.308,0.125,0.281,0.589,0.156,0.0,0.154,0.154,1.0,0.148,0.284,-3.305,2.818,165
0,0,29,4,1,0,5,0,0,1,1,0,0,12,0,2,0,0,0,0,02/17/2023,away,16340,402,McNeese,9,True,0,1,-1,loss,2390469,169,2023,1,31,3,0.194,0.138,0.172,0.366,0.034,0.0,0.387,0.032,12.0,0.235,0.185,-5.76,-0.893,169
1,9,33,9,4,0,13,0,8,9,1,2,1,8,0,1,0,2,0,0,02/18/2023,away,16340,402,McNeese,9,True,9,4,5,win,2390761,169,2023,1,46,5,0.413,0.273,0.394,0.807,0.121,0.0,0.174,0.196,0.889,0.333,0.388,0.986,8.208,169
2,5,31,5,4,0,12,1,5,7,0,0,1,7,0,0,0,2,0,0,02/19/2023,away,16340,402,McNeese,9,True,5,1,4,win,2391033,169,2023,1,39,0,0.308,0.161,0.387,0.695,0.226,0.026,0.179,0.179,1.0,0.174,0.325,-1.672,4.451,169
0,8,35,12,2,0,14,0,6,6,1,1,0,7,0,0,0,3,0,0,02/17/2023,home,16340,236,Fordham,9,True,8,0,8,win,2390475,1045,2023,1,43,10,0.442,0.343,0.4,0.842,0.057,0.0,0.163,0.14,1.167,0.414,0.41,1.888,8.639,1045
